Name,Type,City,State,Assets,Deposits,ibanknet_URL,v5_status,Match_note,Regulator,Source_note,Retrieval_date
EASTERN INTERNATIONAL BANK,Bank,Los Angeles,CA,124212,86621,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_206772,IN_V5,exact: Eastern International Bank,FDIC,,2026-06-10
CALIFORNIA BUSINESS BANK,Bank,Irvine,CA,122227,100377,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3390337,IN_V5,exact: California Business Bank,FDIC,,2026-06-10
THINKWISE FEDERAL CREDIT UNION,Credit Union,San Bernardino,CA,121225,107843,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_78287,IN_V5,core match: THINKWISE,NCUA,,2026-06-10
UNITED LOCAL CREDIT UNION,Credit Union,Fresno,CA,121096,96434,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_445991,NEW_GAP,,NCUA,,2026-06-10
SEA AIR FEDERAL CREDIT UNION,Credit Union,Seal Beach,CA,118186,90009,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_93981,IN_V5,core match: SEA AIR,NCUA,,2026-06-10
SMW 104 FEDERAL CREDIT UNION,Credit Union,Livermore,CA,116776,101569,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_931289,NEW_GAP,,NCUA,,2026-06-10
LA LOMA FEDERAL CREDIT UNION,Credit Union,Loma Linda,CA,114333,108257,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_789387,IN_V5,core match: LA LOMA,NCUA,,2026-06-10
SANTA ANA FEDERAL CREDIT UNION,Credit Union,Santa Ana,CA,112516,96984,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_315898,IN_V5,core match: SANTA ANA,NCUA,,2026-06-10
LEGACY BANK,Bank,Murrieta,CA,111488,99856,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_5755510,IN_V5,"exact: Legacy Bank (Murrieta, CA)",FDIC,,2026-06-10
RANCHO FEDERAL CREDIT UNION,Credit Union,Downey,CA,110306,101228,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_650272,IN_V5,core match: RANCHO,NCUA,,2026-06-10
FIRST CALIFORNIA FEDERAL CREDIT UNION,Credit Union,Fresno,CA,109872,98476,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_314798,NEW_GAP,,NCUA,,2026-06-10
LASSEN COUNTY FEDERAL CREDIT UNION,Credit Union,Susanville,CA,109310,94778,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_256281,NEW_GAP,,NCUA,,2026-06-10
KAIPERM FEDERAL CREDIT UNION,Credit Union,Walnut Creek,CA,108993,99122,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_250083,NEW_GAP,,NCUA,,2026-06-10
GLENDALE FEDERAL CREDIT UNION,Credit Union,Glendale,CA,102411,89561,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_565581,IN_V5,core match: GLENDALE,NCUA,,2026-06-10
MARIN COUNTY FEDERAL CREDIT UNION,Credit Union,San Rafael,CA,102202,90246,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_472483,NEW_GAP,,NCUA,,2026-06-10
CALIFORNIA PACIFIC BANK,Bank,San Francisco,CA,100924,57857,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_50461,IN_V5,exact: California Pacific Bank,FDIC,,2026-06-10
VA DESERT PACIFIC FEDERAL CREDIT UNION,Credit Union,Long Beach,CA,98985,77765,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_557577,IN_V5,core match: VA DESERT PACIFIC,NCUA,,2026-06-10
UNION YES FEDERAL CREDIT UNION,Credit Union,Orange,CA,96921,88178,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_757199,IN_V5,core match: UNION YES,NCUA,,2026-06-10
"CALIFORNIA INTERNATIONAL BANK, N.A.",Bank,Westminster,CA,95231,80882,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3394380,IN_V5,"exact: California International Bank, N.A.",OCC,,2026-06-10
UPWARD CREDIT UNION,Credit Union,Burlingame,CA,93701,80547,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_614395,NEW_GAP,,NCUA,,2026-06-10
MCKESSON & HEALTHCARE PROVIDERS FEDERAL CREDIT UNION,Credit Union,Martinez,CA,93290,80193,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_294386,NEW_GAP,,NCUA,,2026-06-10
VISION ONE CREDIT UNION,Credit Union,Sacramento,CA,91602,76400,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_353890,NEW_GAP,,NCUA,,2026-06-10
COUNTY SCHOOLS FEDERAL CREDIT UNION,Credit Union,Ventura,CA,91466,83564,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_843083,NEW_GAP,,NCUA,,2026-06-10
DESERT VALLEYS FEDERAL CREDIT UNION,Credit Union,Ridgecrest,CA,89436,80183,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_544773,NEW_GAP,,NCUA,,2026-06-10
TUSTIN COMMUNITY BANK,Bank,Tustin,CA,86207,71352,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1418255,IN_V5,exact: Tustin Community Bank,FDIC,,2026-06-10
TECHNICOLOR FEDERAL CREDIT UNION,Credit Union,Burbank,CA,84894,57935,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_587284,IN_V5,core match: TECHNICOLOR,NCUA,,2026-06-10
CALCOM FEDERAL CREDIT UNION,Credit Union,Long Beach,CA,82609,68281,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_962685,IN_V5,core match: CALCOM,NCUA,,2026-06-10
VALLEY OAK CREDIT UNION,Credit Union,Three Rivers,CA,82304,76337,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_265993,NEW_GAP,"Not the same as v5 ""Oak Valley Community Bank""",NCUA,,2026-06-10
NIKKEI CREDIT UNION,Credit Union,Gardena,CA,80586,68574,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_281797,IN_V5,core match: NIKKEI,NCUA,,2026-06-10
SONOMA FEDERAL CREDIT UNION,Credit Union,Santa Rosa,CA,80093,69518,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_420886,NEW_GAP,,NCUA,,2026-06-10
CALIFORNIA COMMUNITY CREDIT UNION,Credit Union,Sacramento,CA,79918,69035,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_590873,NEW_GAP,,NCUA,,2026-06-10
CAL STATE L.A. FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,79905,72351,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_998581,IN_V5,core match: CAL STATE L.A.,NCUA,,2026-06-10
BAY CITIES CREDIT UNION,Credit Union,Hayward,CA,78848,68941,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_503190,NEW_GAP,,NCUA,,2026-06-10
POSTCITY FINANCIAL CREDIT UNION,Credit Union,Long Beach,CA,78185,68686,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_448590,IN_V5,core match: POSTCITY FINANCIAL,NCUA,,2026-06-10
OLIVE VIEW EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Sylmar,CA,75226,60690,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_628075,IN_V5,core match: OLIVE VIEW EMPLOYEES,NCUA,,2026-06-10
POLAM FEDERAL CREDIT UNION,Credit Union,Redwood City,CA,73625,63342,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_488484,IN_V5,core match: POLAM,NCUA,,2026-06-10
POLAM FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,73433,65887,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_858984,IN_V5,core match: POLAM,NCUA,,2026-06-10
MODESTO'S FIRST FEDERAL CREDIT UNION,Credit Union,Modesto,CA,72168,65540,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_264679,NEW_GAP,,NCUA,,2026-06-10
UNIVERSAL CITY STUDIOS CREDIT UNION,Credit Union,Burbank,CA,71840,65895,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2198,IN_V5,core match: UNIVERSAL CITY STUDIOS,NCUA,,2026-06-10
SHELL WESTERN STATES FEDERAL CREDIT UNION,Credit Union,Martinez,CA,69331,61674,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_986878,NEW_GAP,,NCUA,,2026-06-10
PARISHIONERS FEDERAL CREDIT UNION,Credit Union,Torrance,CA,67162,56292,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_721480,IN_V5,core match: PARISHIONERS,NCUA,,2026-06-10
ESCONDIDO FEDERAL CREDIT UNION,Credit Union,Escondido,CA,66214,57125,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_827980,NEW_GAP,,NCUA,,2026-06-10
DELTA SCHOOLS FEDERAL CREDIT UNION,Credit Union,Antioch,CA,65943,58718,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_477899,NEW_GAP,,NCUA,,2026-06-10
ROLLING F CREDIT UNION,Credit Union,Turlock,CA,65939,58241,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_278498,NEW_GAP,,NCUA,,2026-06-10
SANTA BARBARA COUNTY FEDERAL CREDIT UNION,Credit Union,Santa Barbara,CA,64748,56299,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_751889,NEW_GAP,,NCUA,,2026-06-10
BOPTI FEDERAL CREDIT UNION,Credit Union,San Pedro,CA,64385,48291,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_792387,IN_V5,core match: BOPTI,NCUA,,2026-06-10
MOKELUMNE FEDERAL CREDIT UNION,Credit Union,Lodi,CA,58081,48571,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_810982,NEW_GAP,,NCUA,,2026-06-10
ALTOS BANK,Bank,Los Altos,CA,57456,37394,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_5861541,IN_V5,exact: Altos Bank,FDIC,,2026-06-10
ASIAN PACIFIC NATIONAL BANK,Bank,San Gabriel,CA,57005,45286,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1462986,IN_V5,exact: Asian Pacific National Bank,OCC,,2026-06-10
HUNTINGTON BEACH CREDIT UNION,Credit Union,Huntington Beac,CA,55824,48390,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_296791,IN_V5,core match: HUNTINGTON BEACH,NCUA,,2026-06-10
JACOM CREDIT UNION,Credit Union,Los Angeles,CA,54866,46656,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_713391,IN_V5,core match: JACOM,NCUA,,2026-06-10
INLAND VALLEY FEDERAL CREDIT UNION,Credit Union,Fontana,CA,54344,49524,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_630171,IN_V5,core match: INLAND VALLEY,NCUA,,2026-06-10
L. A. ELECTRICAL WORKERS CREDIT UN. CREDIT UNION,Credit Union,Pasadena,CA,53963,44078,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_502399,IN_V5,core match: L. A. ELECTRICAL WORKERS CREDIT UN.,NCUA,,2026-06-10
FRESNO POLICE DEPARTMENT CREDIT UNION,Credit Union,Fresno,CA,50082,38001,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_934990,NEW_GAP,,NCUA,,2026-06-10
UNITED CATHOLICS FEDERAL CREDIT UNION,Credit Union,Covina,CA,50035,44783,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_83683,IN_V5,core match: UNITED CATHOLICS,NCUA,,2026-06-10
CENTRAL VALLEY FIREFIGHTERS CREDIT UNION,Credit Union,Fresno,CA,49933,42924,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_743594,NEW_GAP,,NCUA,,2026-06-10
U.P.S. EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Ontario,CA,48924,44846,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_251482,IN_V5,core match: U.P.S. EMPLOYEES,NCUA,,2026-06-10
SILVERADO CREDIT UNION,Credit Union,Angwin,CA,48598,42589,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_592783,NEW_GAP,,NCUA,,2026-06-10
DOW GREAT WESTERN CREDIT UNION,Credit Union,Antioch,CA,48188,45164,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_992598,NEW_GAP,,NCUA,,2026-06-10
CALIFORNIA ADVENTIST FEDERAL CREDIT UNION,Credit Union,Glendale,CA,46063,36824,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_518895,IN_V5,core match: CALIFORNIA ADVENTIST,NCUA,,2026-06-10
ORGANIZED LABOR CREDIT UNION,Credit Union,Modesto,CA,40538,36457,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_848891,NEW_GAP,,NCUA,,2026-06-10
DIABLO VALLEY FEDERAL CREDIT UNION,Credit Union,Concord,CA,40080,35751,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_136888,NEW_GAP,,NCUA,,2026-06-10
GOLDEN VALLEY FEDERAL CREDIT UNION,Credit Union,Manteca,CA,39417,34733,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_670784,NEW_GAP,"Not the same as v5 ""Golden Valley Bank""",NCUA,,2026-06-10
BEFIT FINANCIAL FEDERAL CREDIT UNION,Credit Union,Vacaville,CA,39342,35108,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_243580,NEW_GAP,"Fuzzy hit on v5 ""THE FIRST FINANCIAL"" rejected",NCUA,,2026-06-10
FOX FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,38149,34502,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_975881,IN_V5,core match: FOX,NCUA,,2026-06-10
MEDIA CITY CREDIT UNION,Credit Union,Burbank,CA,37815,31625,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_770479,IN_V5,core match: MEDIA CITY,NCUA,,2026-06-10
CORRECTIONS FEDERAL CREDIT UNION,Credit Union,Soledad,CA,36391,33269,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_770189,NEW_GAP,,NCUA,,2026-06-10
CAPSTONE FEDERAL CREDIT UNION,Credit Union,Aliso Viejo,CA,34573,30564,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_133980,IN_V5,core match: CAPSTONE,NCUA,,2026-06-10
ANTIOCH COMMUNITY FEDERAL CREDIT UNION,Credit Union,Antioch,CA,34322,29187,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_809687,NEW_GAP,,NCUA,,2026-06-10
UTILITY DISTRICT CREDIT UNION,Credit Union,Oakland,CA,34118,30902,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_367598,NEW_GAP,,NCUA,,2026-06-10
GREATER VALLEY CREDIT UNION,Credit Union,Fresno,CA,33435,28339,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_794699,NEW_GAP,,NCUA,,2026-06-10
SAN MATEO CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,San Mateo,CA,33330,27458,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_10885,NEW_GAP,,NCUA,,2026-06-10
EL MONTE COMMUNITY CREDIT UNION,Credit Union,El Monte,CA,32962,29015,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_248996,IN_V5,core match: EL MONTE COMMUNITY,NCUA,,2026-06-10
HANIN FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,31725,26978,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2353009,IN_V5,core match: HANIN,NCUA,,2026-06-10
SUN PACIFIC FEDERAL CREDIT UNION,Credit Union,Richmond,CA,29840,24506,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_735777,NEW_GAP,,NCUA,,2026-06-10
SLO CREDIT UNION,Credit Union,San Luis Obispo,CA,29740,25918,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_688994,NEW_GAP,,NCUA,,2026-06-10
BAKERSFIELD CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Bakersfield,CA,29354,25546,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_485979,NEW_GAP,,NCUA,,2026-06-10
MATTEL FEDERAL CREDIT UNION,Credit Union,El Segundo,CA,29131,25569,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_495987,IN_V5,core match: MATTEL,NCUA,,2026-06-10
FRESNO GRANGERS FEDERAL CREDIT UNION,Credit Union,Fresno,CA,26954,20723,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_408370,NEW_GAP,,NCUA,,2026-06-10
CENTER CITY COMMUNITY CREDIT UNION,Credit Union,Buena Park,CA,25267,22405,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_688592,IN_V5,core match: CENTER CITY COMMUNITY,NCUA,,2026-06-10
NORTHERN REDWOOD FEDERAL CREDIT UNION,Credit Union,Arcata,CA,24492,22577,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_736886,NEW_GAP,,NCUA,,2026-06-10
ONTARIO PUBLIC EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Ontario,CA,23435,19710,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_682684,IN_V5,core match: ONTARIO PUBLIC EMPLOYEES,NCUA,,2026-06-10
EMPLOYEES CHOICE FEDERAL CREDIT UNION,Credit Union,El Cajon,CA,22980,20191,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_849384,NEW_GAP,,NCUA,,2026-06-10
NOVO FEDERAL CREDIT UNION,Credit Union,Norco,CA,20774,17951,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_359089,IN_V5,core match: NOVO,NCUA,,2026-06-10
FONTANA FEDERAL CREDIT UNION,Credit Union,Fontana,CA,17231,15829,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_10782,IN_V5,core match: FONTANA,NCUA,,2026-06-10
MID-CITIES CREDIT UNION,Credit Union,Compton,CA,16279,14926,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_195090,IN_V5,core match: MID-CITIES,NCUA,,2026-06-10
NORTHEAST COMMUNITY FEDERAL CREDIT UNION,Credit Union,San Francisco,CA,15791,10355,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_848592,NEW_GAP,"Not the same as v5 ""NORTH IOWA COMMUNITY""",NCUA,,2026-06-10
L.A. HEALTHCARE FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,14970,13604,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_952882,IN_V5,core match: L.A. HEALTHCARE,NCUA,,2026-06-10
"BESSEMER TRUST COMPANY OF CALIFORNIA, NATIONAL ASSOCIATION",Non-Depository Trust Bank,San Francisco,CA,14961,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2845782,NEW_GAP,,,Non-depository trust bank per ibanknet,2026-06-10
BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Beverly Hills,CA,14904,13149,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_987987,IN_V5,core match: BEVERLY HILLS CITY EMPLOYEES,NCUA,,2026-06-10
INLAND FEDERAL CREDIT UNION,Credit Union,La Mesa,CA,14796,13587,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_513087,NEW_GAP,,NCUA,,2026-06-10
UNITED ASSOCIATION CREDIT UNION,Credit Union,Concord,CA,14328,11898,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_531296,NEW_GAP,,NCUA,,2026-06-10
ATCHISON VILLAGE CREDIT UNION,Credit Union,Richmond,CA,13271,11658,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_688190,NEW_GAP,,NCUA,,2026-06-10
ESPEECO FEDERAL CREDIT UNION,Credit Union,Bakersfield,CA,12367,11580,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_53882,NEW_GAP,,NCUA,,2026-06-10
COMUNIDAD LATINA FEDERAL CREDIT UNION,Credit Union,Santa Ana,CA,11186,8358,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3485514,IN_V5,core match: COMUNIDAD LATINA,NCUA,,2026-06-10
SAN FRANCISCO LEE FEDERAL CREDIT UNION,Credit Union,San Francisco,CA,10746,5042,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_627582,NEW_GAP,,NCUA,,2026-06-10
REDLANDS CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Redlands,CA,10291,7606,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_1017386,IN_V5,core match: REDLANDS CITY EMPLOYEES,NCUA,,2026-06-10
L. A. MISSION FEDERAL CREDIT UNION,Credit Union,San Fernando,CA,8606,7522,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_183686,IN_V5,core match: L. A. MISSION,NCUA,,2026-06-10
EPISCOPAL COMMUNITY FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,6625,6036,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_2242653,IN_V5,core match: EPISCOPAL COMMUNITY,NCUA,,2026-06-10
DENOCOS FEDERAL CREDIT UNION,Credit Union,Crescent City,CA,6295,5322,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_84185,NEW_GAP,,NCUA,,2026-06-10
SANTA MARIA ASSOCIATED EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Santa Maria,CA,4918,4464,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_557380,NEW_GAP,,NCUA,,2026-06-10
VALLEY AGRICULTURAL FEDERAL CREDIT UNION,Credit Union,Santa Paula,CA,4755,4219,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_67384,IN_V5,core match: VALLEY AGRICULTURAL,NCUA,,2026-06-10
SUNKIST EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Valencia,CA,3959,2685,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_68176,IN_V5,core match: SUNKIST EMPLOYEES,NCUA,,2026-06-10
U.S.B. EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Wilmington,CA,3207,2571,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_376778,IN_V5,core match: U.S.B. EMPLOYEES,NCUA,,2026-06-10
CHULA VISTA CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Chula Vista,CA,3161,2755,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_411080,NEW_GAP,,NCUA,,2026-06-10
COLUMBUS CLUB FEDERAL CREDIT UNION,Credit Union,San Fernando,CA,3041,2131,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_150688,IN_V5,core match: COLUMBUS CLUB,NCUA,,2026-06-10
FOUNTAIN VALLEY CREDIT UNION,Credit Union,Fountain Valley,CA,1965,1509,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_176893,IN_V5,core match: FOUNTAIN VALLEY,NCUA,,2026-06-10
MARYKNOLL OF L A FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,1152,1019,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_184786,IN_V5,core match: MARYKNOLL OF L A,NCUA,,2026-06-10
MOJAVE PLANT EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Mojave,CA,1014,817,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_707082,NEW_GAP,,NCUA,,2026-06-10
LOS ANGELES LEE FEDERAL CREDIT UNION,Credit Union,Los Angeles,CA,645,493,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_631486,IN_V5,core match: LOS ANGELES LEE,NCUA,,2026-06-10
DELANCEY STREET FEDERAL CREDIT UNION,Credit Union,San Francisco,CA,498,353,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_390886,NEW_GAP,,NCUA,,2026-06-10
JONES METHODIST CHURCH CREDIT UNION,Credit Union,Burlingame,CA,257,209,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3793,NEW_GAP,,NCUA,,2026-06-10
HAVEN FEDERAL CREDIT UNION,Credit Union,San Francisco,CA,0,0,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_6125268,NEW_GAP,,NCUA,,2026-06-10
"Bank of America, National Association",Out-of-state bank with CA branches (SOD),,,,422113884,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_480228,IN_V5,"exact: Bank of America, National Association",,697 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Wells Fargo Bank, National Association",Out-of-state bank with CA branches (SOD),,,,299560094,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_451965,IN_V5,"exact: Wells Fargo Bank, National Association",,788 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"JPMorgan Chase Bank, National Association",Out-of-state bank with CA branches (SOD),,,,287153152,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_852218,IN_V5,"exact: JPMorgan Chase Bank, National Association",,871 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
U.S. Bank National Association,Out-of-state bank with CA branches (SOD),,,,114337732,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_504713,IN_V5,exact: U.S. Bank National Association,,565 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
"Citibank, National Association",Out-of-state bank with CA branches (SOD),,,,72004000,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_476810,IN_V5,"exact: Citibank, National Association",,273 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
First-Citizens Bank & Trust Company,Out-of-state bank with CA branches (SOD),,,,49197599,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_491224,IN_V5,exact: First-Citizens Bank & Trust Company,,54 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
BMO Bank National Association,Out-of-state bank with CA branches (SOD),,,,35458327,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_75633,IN_V5,exact: BMO Bank National Association,,226 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
Western Alliance Bank,Out-of-state bank with CA branches (SOD),,,,17032527,https://www.ibanknet.com/scripts/callreports/getbank.aspx?ibnid=usa_3138146,IN_V5,exact: Western Alliance Bank,,10 CA offices; deposits shown are CA branch deposits (FDIC SOD via ibanknet); HQ outside CA,2026-06-10
